question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second,highlight_chips
e0777,va0389,certainly,Will you be at the party tonight?,"Certainly, I wouldn't miss it!",今夜のパーティー来る？,もちろん、絶対行くよ！,Kevin,Ivy,2,Kevin,Ivy,Will you be at the party tonight?,___________,"Certainly, I wouldn't miss it!","Certainly,|I|wouldn't|miss|it!",e0777-a.mp3,e0777-b.mp3,1,Kevin.png,user,left,right,"Certainly,"
e0778,va0389,certainly,That was certainly the hardest test I've taken.,,あれは間違いなく今まで受けた中で一番難しいテストだったよ。,,Ivy,,1,Ivy,,___________,,That was certainly the hardest test I've taken.,That|was|certainly|the|hardest|test|I've|taken.,e0778-a.mp3,,1,user,,right,none,certainly
e0779,va0390,tight,These shoes feel a bit tight.,Maybe try a bigger size next time.,この靴ちょっときつく感じるな。,次はもう少し大きいサイズ試してみたら。,Ivy,Matthew,1,Ivy,Matthew,___________,Maybe try a bigger size next time.,These shoes feel a bit tight.,These|shoes|feel|a|bit|tight.,e0779-a.mp3,e0779-b.mp3,1,user,Matthew.png,right,left,tight.
e0780,va0390,tight,Make sure the knot is tight before you climb.,,登る前に結び目がしっかり締まってるか確認してね。,,Matthew,,1,Matthew,,___________,,Make sure the knot is tight before you climb.,Make|sure|the|knot|is|tight|before|you|climb.,e0780-a.mp3,,1,Matthew.png,,left,none,tight
e0781,va0391,fair,It's not fair that she got more time on the test.,"I know, that seems unfair.",彼女がテストで時間多くもらえたのは不公平だよ。,だよね、それは不公平に思えるね。,Ivy,Kevin,1,Ivy,Kevin,___________,"I know, that seems unfair.",It's not fair that she got more time on the test.,It's|not|fair|that|she|got|more|time|on|the|test.,e0781-a.mp3,e0781-b.mp3,1,user,Kevin.png,right,left,fair
e0782,va0391,fair,The teacher tried to be fair to everyone.,,先生はみんなに公平であろうとしていたよ。,,Ruth,,1,Ruth,,___________,,The teacher tried to be fair to everyone.,The|teacher|tried|to|be|fair|to|everyone.,e0782-a.mp3,,1,05.png,,left,none,fair
e0783,va0392,emotional,"That movie was so emotional, I cried.","Me too, especially the ending!",あの映画すごく感動的で泣いちゃった。,私も、特にラストがね！,Ivy,Kevin,1,Ivy,Kevin,___________,"Me too, especially the ending!","That movie was so emotional, I cried.","That|movie|was|so|emotional,|I|cried.",e0783-a.mp3,e0783-b.mp3,1,user,Kevin.png,right,left,"emotional,"
e0784,va0392,emotional,Graduation day is always an emotional moment.,,卒業式はいつも感動的な瞬間だよね。,,Ivy,,1,Ivy,,___________,,Graduation day is always an emotional moment.,Graduation|day|is|always|an|emotional|moment.,e0784-a.mp3,,1,user,,right,none,emotional
e0785,va0393,contact lenses,Do you wear contact lenses or glasses?,"Contact lenses, mostly.",コンタクトレンズと眼鏡どっち使ってるの？,たいていコンタクトレンズかな。,Ivy,Kevin,1,Ivy,Kevin,___________,"Contact lenses, mostly.",Do you wear contact lenses or glasses?,Do|you|wear|contact|lenses|or|glasses?,e0785-a.mp3,e0785-b.mp3,1,user,Kevin.png,right,left,contact|lenses
e0786,va0393,contact lenses,I forgot to bring my contact lenses case on the trip.,,旅行にコンタクトレンズのケース持ってくるの忘れちゃった。,,Ivy,,1,Ivy,,___________,,I forgot to bring my contact lenses case on the trip.,I|forgot|to|bring|my|contact|lenses|case|on|the|trip.,e0786-a.mp3,,1,user,,right,none,contact|lenses
e0787,va0394,get along with,Do you get along with your new roommate?,"Yeah, we get along really well!",新しいルームメイトとうまくやってる？,うん、すごく仲良くやってるよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, we get along really well!",Do you get along with your new roommate?,Do|you|get|along|with|your|new|roommate?,e0787-a.mp3,e0787-b.mp3,1,user,Kevin.png,right,left,get|along|with
e0788,va0394,get along with,It's important to get along with your classmates.,,クラスメートと仲良くすることは大事だよね。,,Ivy,,1,Ivy,,___________,,It's important to get along with your classmates.,It's|important|to|get|along|with|your|classmates.,e0788-a.mp3,,1,user,,right,none,get|along|with
e0789,va0395,go bad,Has this milk gone bad?,"Smells fine to me, still good!",この牛乳、腐ってるかな？,私には大丈夫な匂いに思えるよ、まだいけそう！,Ivy,Kevin,1,Ivy,Kevin,___________,"Smells fine to me, still good!",Has this milk gone bad?,Has|this|milk|gone|bad?,e0789-a.mp3,e0789-b.mp3,1,user,Kevin.png,right,left,gone|bad?
e0790,va0395,go bad,The bananas went bad because we forgot about them.,,バナナ、忘れてたから腐っちゃったんだ。,,Ivy,,1,Ivy,,___________,,The bananas went bad because we forgot about them.,The|bananas|went|bad|because|we|forgot|about|them.,e0790-a.mp3,,1,user,,right,none,went|bad
e0791,va0396,sudden,That was such a sudden change of plans.,"Yeah, it caught me off guard too.",急な計画変更だったね。,うん、私も不意打ちだったよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, it caught me off guard too.",That was such a sudden change of plans.,That|was|such|a|sudden|change|of|plans.,e0791-a.mp3,e0791-b.mp3,1,user,Kevin.png,right,left,sudden
e0792,va0396,sudden,There was a sudden knock on the door.,,突然ドアをノックする音がしたんだ。,,Ivy,,1,Ivy,,___________,,There was a sudden knock on the door.,There|was|a|sudden|knock|on|the|door.,e0792-a.mp3,,1,user,,right,none,sudden
e0793,va0397,discover,We discovered a hidden trail behind the school.,"No way, let's explore it together!",学校の裏に隠れた小道を見つけたんだ。,マジで、一緒に探検しよう！,Ivy,Kevin,1,Ivy,Kevin,___________,"No way, let's explore it together!",We discovered a hidden trail behind the school.,We|discovered|a|hidden|trail|behind|the|school.,e0793-a.mp3,e0793-b.mp3,1,user,Kevin.png,right,left,discovered
e0794,va0397,discover,"For my science project, I discovered that plants grow faster with music.","I was really surprised by this result, so I'd like to research it further.",自由研究で、音楽をかけると植物がより早く育つことを発見しました。,この結果にはとても驚いたので、もっと詳しく研究してみたいと思います。,Ivy,Ruth,1,Ivy,Ruth,___________,"I was really surprised by this result, so I'd like to research it further.","For my science project, I discovered that plants grow faster with music.","For|my|science|project,|I|discovered|that|plants|grow|faster|with|music.",e0794-a.mp3,e0794-b.mp3,1,user,05.png,right,left,discovered
e0795,va0398,hang,Can you hang this picture on the wall?,"Sure, where do you want it?",この絵、壁に掛けてくれる？,うん、どこに掛けたい？,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, where do you want it?",Can you hang this picture on the wall?,Can|you|hang|this|picture|on|the|wall?,e0795-a.mp3,e0795-b.mp3,1,user,Matthew.png,right,left,hang
e0796,va0398,hang,Do you want to hang out after school today?,,今日、放課後一緒に遊ばない？,,Ivy,,1,Ivy,,___________,,Do you want to hang out after school today?,Do|you|want|to|hang|out|after|school|today?,e0796-a.mp3,,1,user,,right,none,hang
e0797,va0399,crowd funding,They're using crowd funding to make their movie.,"That's cool, I'll donate a little!",彼らは映画を作るのにクラウドファンディングを使ってるんだ。,かっこいいね、少し寄付するよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"That's cool, I'll donate a little!",They're using crowd funding to make their movie.,They're|using|crowd|funding|to|make|their|movie.,e0797-a.mp3,e0797-b.mp3,1,user,Kevin.png,right,left,crowd|funding
e0798,va0399,crowd funding,Our club raised money through crowd funding for new uniforms.,,私たちの部活は新しいユニフォームのためにクラウドファンディングでお金を集めたんだ。,,Ivy,,1,Ivy,,___________,,Our club raised money through crowd funding for new uniforms.,Our|club|raised|money|through|crowd|funding|for|new|uniforms.,e0798-a.mp3,,1,user,,right,none,crowd|funding
e0799,va0400,difficulty,I had some difficulty understanding the last question.,"Same here, it was confusing.",最後の問題を理解するのに少し苦労したよ。,私も、あれわかりにくかったよね。,Ivy,Kevin,1,Ivy,Kevin,___________,"Same here, it was confusing.",I had some difficulty understanding the last question.,I|had|some|difficulty|understanding|the|last|question.,e0799-a.mp3,e0799-b.mp3,1,user,Kevin.png,right,left,difficulty
e0800,va0400,difficulty,She spoke about her difficulty adjusting to a new school.,,彼女は新しい学校に馴染む大変さについて話してたよ。,,Ivy,,1,Ivy,,___________,,She spoke about her difficulty adjusting to a new school.,She|spoke|about|her|difficulty|adjusting|to|a|new|school.,e0800-a.mp3,,1,user,,right,none,difficulty
