question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,highlight_chips,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second
e1574,va0787,narrow,The path to the shrine gets narrow near the top.,,神社への道は、頂上の近くで狭くなる。,,Ivy,,1,narrow,Ivy,,___________,,The path to the shrine gets narrow near the top.,The|path|to|the|shrine|gets|narrow|near|the|top.,e1574-a.mp3,,1,user,,right,none
e1575,va0788,worry,"Don't worry, everyone forgets a line sometimes.","Thanks, I feel better now.",心配しないで、誰でもセリフを忘れることはあるわ。,ありがとうございます、少し安心しました。,Ruth,Ivy,1,"worry,",Ruth,Ivy,___________,"Thanks, I feel better now.","Don't worry, everyone forgets a line sometimes.","Don't|worry,|everyone|forgets|a|line|sometimes.",e1575-a.mp3,e1575-b.mp3,1,05.png,user,left,right
e1576,va0788,worry,I worry about my dog when there's thunder.,,雷が鳴ると、犬のことが心配になる。,,Ivy,,1,worry,Ivy,,___________,,I worry about my dog when there's thunder.,I|worry|about|my|dog|when|there's|thunder.,e1576-a.mp3,,1,user,,right,none
e1577,va0789,get in touch with,I'll get in touch with you once the date is fixed.,"Thank you, I'll wait for your message.",日程が決まったら連絡しますね。,ありがとうございます、連絡を待っています。,Ruth,Ivy,1,get|in|touch|with,Ruth,Ivy,___________,"Thank you, I'll wait for your message.",I'll get in touch with you once the date is fixed.,I'll|get|in|touch|with|you|once|the|date|is|fixed.,e1577-a.mp3,e1577-b.mp3,1,05.png,user,left,right
e1578,va0789,get in touch with,I want to get in touch with my homestay family again.,,ホームステイ先の家族とまた連絡を取りたいんだ。,,Ivy,,1,get|in|touch|with,Ivy,,___________,,I want to get in touch with my homestay family again.,I|want|to|get|in|touch|with|my|homestay|family|again.,e1578-a.mp3,,1,user,,right,none
e1579,va0790,arrange,Could you arrange the chairs in a circle?,Should I leave space for the door?,椅子を円形に並べてくれる？,ドアのところは空けておきますか？,Ruth,Ivy,1,arrange,Ruth,Ivy,___________,Should I leave space for the door?,Could you arrange the chairs in a circle?,Could|you|arrange|the|chairs|in|a|circle?,e1579-a.mp3,e1579-b.mp3,1,05.png,user,left,right
e1580,va0790,arrange,I arranged the flowers by color on the table.,,テーブルの上に、花を色ごとに並べた。,,Ivy,,1,arranged,Ivy,,___________,,I arranged the flowers by color on the table.,I|arranged|the|flowers|by|color|on|the|table.,e1580-a.mp3,,1,user,,right,none
e1581,va0791,enjoyable,The class trip was more enjoyable than I expected.,Even the long bus ride was fun.,校外学習は思っていたより楽しかった。,長いバス移動さえ楽しかったね。,Ivy,Kevin,1,enjoyable,Ivy,Kevin,___________,Even the long bus ride was fun.,The class trip was more enjoyable than I expected.,The|class|trip|was|more|enjoyable|than|I|expected.,e1581-a.mp3,e1581-b.mp3,1,user,Kevin.png,right,left
e1582,va0791,enjoyable,Cooking together makes a rainy day enjoyable.,,一緒に料理すると、雨の日も楽しくなる。,,Ivy,,1,enjoyable.,Ivy,,___________,,Cooking together makes a rainy day enjoyable.,Cooking|together|makes|a|rainy|day|enjoyable.,e1582-a.mp3,,1,user,,right,none
e1583,va0792,local,We visited a local farm and picked tomatoes.,Did they let you eat one right there?,地元の農場に行ってトマトを摘んだよ。,その場で1個食べさせてくれた？,Ivy,Kevin,1,local,Ivy,Kevin,___________,Did they let you eat one right there?,We visited a local farm and picked tomatoes.,We|visited|a|local|farm|and|picked|tomatoes.,e1583-a.mp3,e1583-b.mp3,1,user,Kevin.png,right,left
e1584,va0792,local,I'd like to introduce a local festival in my town.,,私の町の地元のお祭りを紹介したいです。,,Ivy,,1,local,Ivy,,___________,,I'd like to introduce a local festival in my town.,I'd|like|to|introduce|a|local|festival|in|my|town.,e1584-a.mp3,,1,user,,right,none
e1585,va0793,countable,Is the word water countable or not?,"It usually isn't, so we say a glass of water.",water という単語は数えられますか？,普通は数えられないから、a glass of water と言うのよ。,Ivy,Ruth,1,countable,Ivy,Ruth,___________,"It usually isn't, so we say a glass of water.",Is the word water countable or not?,Is|the|word|water|countable|or|not?,e1585-a.mp3,e1585-b.mp3,1,user,05.png,right,left
e1586,va0793,countable,I always mix up countable and uncountable nouns.,,数えられる名詞と数えられない名詞をいつも混同してしまう。,,Ivy,,1,countable,Ivy,,___________,,I always mix up countable and uncountable nouns.,I|always|mix|up|countable|and|uncountable|nouns.,e1586-a.mp3,,1,user,,right,none
e1587,va0794,direction,Could you tell me the direction of the station?,Go straight and turn left at the bank.,駅の方向を教えてもらえますか？,まっすぐ行って、銀行を左に曲がってね。,Ivy,Matthew,1,direction,Ivy,Matthew,___________,Go straight and turn left at the bank.,Could you tell me the direction of the station?,Could|you|tell|me|the|direction|of|the|station?,e1587-a.mp3,e1587-b.mp3,1,user,Matthew.png,right,left
e1588,va0794,direction,We walked in the wrong direction for ten minutes.,,10分間、間違った方向に歩いてしまった。,,Ivy,,1,direction,Ivy,,___________,,We walked in the wrong direction for ten minutes.,We|walked|in|the|wrong|direction|for|ten|minutes.,e1588-a.mp3,,1,user,,right,none
e1589,va0795,disease,Washing your hands helps stop a disease from spreading.,We learned that in health class too.,手を洗うことは、病気が広がるのを防ぎます。,保健の授業でも習いました。,Ruth,Ivy,1,disease,Ruth,Ivy,___________,We learned that in health class too.,Washing your hands helps stop a disease from spreading.,Washing|your|hands|helps|stop|a|disease|from|spreading.,e1589-a.mp3,e1589-b.mp3,1,05.png,user,left,right
e1590,va0795,disease,I read an article about a disease that only affects plants.,,植物だけがかかる病気についての記事を読んだ。,,Ivy,,1,disease,Ivy,,___________,,I read an article about a disease that only affects plants.,I|read|an|article|about|a|disease|that|only|affects|plants.,e1590-a.mp3,,1,user,,right,none
e1591,va0796,respect,I respect her for practicing every single day.,She never complains about it either.,毎日欠かさず練習する彼女を尊敬してる。,しかも文句も言わないよね。,Ivy,Kevin,1,respect,Ivy,Kevin,___________,She never complains about it either.,I respect her for practicing every single day.,I|respect|her|for|practicing|every|single|day.,e1591-a.mp3,e1591-b.mp3,1,user,Kevin.png,right,left
e1592,va0796,respect,Please respect the rules of the museum.,,博物館のルールを尊重してください。,,Ruth,,1,respect,Ruth,,___________,,Please respect the rules of the museum.,Please|respect|the|rules|of|the|museum.,e1592-a.mp3,,1,05.png,,left,none
e1593,va0797,curious,I'm curious about how this machine works.,Let's ask the teacher after class.,この機械がどう動くのか気になる。,授業のあと先生に聞いてみよう。,Ivy,Kevin,1,curious,Ivy,Kevin,___________,Let's ask the teacher after class.,I'm curious about how this machine works.,I'm|curious|about|how|this|machine|works.,e1593-a.mp3,e1593-b.mp3,1,user,Kevin.png,right,left
e1594,va0797,curious,My cat is curious about every box in the house.,,うちの猫は家中のどの箱にも興味津々。,,Ivy,,1,curious,Ivy,,___________,,My cat is curious about every box in the house.,My|cat|is|curious|about|every|box|in|the|house.,e1594-a.mp3,,1,user,,right,none
e1595,va0798,rub,Don't rub your eyes with dirty hands.,I'll go wash them right now.,汚れた手で目をこすらないで。,今すぐ洗ってきます。,Matthew,Ivy,1,rub,Matthew,Ivy,___________,I'll go wash them right now.,Don't rub your eyes with dirty hands.,Don't|rub|your|eyes|with|dirty|hands.,e1595-a.mp3,e1595-b.mp3,1,Matthew.png,user,left,right
e1596,va0798,rub,"I rubbed the window, but the mark didn't come off.",,窓をこすったけど、汚れは落ちなかった。,,Ivy,,1,rubbed,Ivy,,___________,,"I rubbed the window, but the mark didn't come off.","I|rubbed|the|window,|but|the|mark|didn't|come|off.",e1596-a.mp3,,1,user,,right,none
e1597,va0799,relaxing,Reading by the window is so relaxing on Sundays.,I usually fall asleep after one page.,日曜に窓辺で本を読むのはとても落ち着く。,僕は1ページで寝ちゃうけどね。,Ivy,Kevin,1,relaxing,Ivy,Kevin,___________,I usually fall asleep after one page.,Reading by the window is so relaxing on Sundays.,Reading|by|the|window|is|so|relaxing|on|Sundays.,e1597-a.mp3,e1597-b.mp3,1,user,Kevin.png,right,left
e1598,va0799,relaxing,The sound of rain is relaxing when I study.,,勉強中は雨の音が心地いい。,,Ivy,,1,relaxing,Ivy,,___________,,The sound of rain is relaxing when I study.,The|sound|of|rain|is|relaxing|when|I|study.,e1598-a.mp3,,1,user,,right,none
e1599,va0800,daydream,You were in a daydream during the whole lesson.,"Sorry, I was thinking about the trip.",授業の間ずっとぼんやり考えごとをしていましたね。,すみません、旅行のことを考えていました。,Ruth,Ivy,1,daydream,Ruth,Ivy,___________,"Sorry, I was thinking about the trip.",You were in a daydream during the whole lesson.,You|were|in|a|daydream|during|the|whole|lesson.,e1599-a.mp3,e1599-b.mp3,1,05.png,user,left,right
e1600,va0800,daydream,I daydream about living by the sea someday.,,いつか海のそばで暮らすことを夢見ている。,,Ivy,,1,daydream,Ivy,,___________,,I daydream about living by the sea someday.,I|daydream|about|living|by|the|sea|someday.,e1600-a.mp3,,1,user,,right,none
